"","Player","Offense","Defense","Ovr","OffTO_multiplied","OReb_multiplied","OTS_multiplied","DefTO_multiplied","DReb_multiplied","DTS_multiplied","season1","season2"
"4209","Jaden McDaniels",-1.15,0.35,-0.8,-0.11,-0.3,-0.88,0.68,-0.53,0.18,2020,2022
"4210","Justin Jackson",-0.72,-0.09,-0.8,-0.15,0.17,-0.69,-0.13,0.54,-0.59,2020,2022
"4211","Maurice Harkless",-0.79,-0.02,-0.81,-0.1,-1.6,1.11,0.11,-0.19,-0.11,2020,2022
"4212","Gary Trent Jr.",1.42,-2.25,-0.83,1.83,0.21,-0.43,0.73,-0.53,-2.31,2020,2022
"4213","Ryan Arcidiacono",-1.6,0.76,-0.84,-0.22,0.03,-1.24,0.12,0.24,0.6,2020,2022
"4214","Kris Dunn",0.17,-1,-0.84,-0.72,0.31,0.66,0.39,-0.18,-1.17,2020,2022
"4215","Andre Roberson",-0.46,-0.38,-0.84,-0.06,0.03,-0.47,-0.02,0.15,-0.52,2020,2022
"4216","Myles Powell",-0.16,-0.7,-0.86,-0.1,0.11,-0.14,-0.01,-0.41,-0.18,2020,2022
"4217","Cory Joseph",0.14,-1,-0.86,0.44,-0.4,0.4,-0.39,-0.14,-0.42,2020,2022
"4218","Alex Len",-2.32,1.45,-0.87,-0.24,-0.58,-1.41,-0.47,0.47,1.1,2020,2022
"4219","Taurean Prince",0.74,-1.61,-0.87,0.26,-0.99,1.65,0.42,-1.08,-0.85,2020,2022
"4220","Emanuel Terry",-0.77,-0.1,-0.87,-0.32,0.15,-0.64,0.06,-0.16,0.03,2020,2022
"4221","Tyler Cook",0.12,-1.02,-0.89,-0.11,0.22,0.08,-0.8,0.01,-0.46,2020,2022
"4222","Jonathan Kuminga",-0.3,-0.6,-0.89,-0.37,0,0.15,-0.46,-0.54,0.65,2020,2022
"4223","Rui Hachimura",-0.32,-0.6,-0.92,0.47,-1.21,0.62,-0.48,0.58,-0.41,2020,2022
"4224","Cheick Diallo",-0.43,-0.49,-0.92,0.03,0.02,-0.45,0.13,0,-0.57,2020,2022
"4225","Mike Scott",-1.18,0.26,-0.92,-0.18,-0.91,0.04,0.11,0.47,-0.89,2020,2022
"4226","De'Aaron Fox",1.71,-2.65,-0.94,0.77,-0.12,1.12,-0.8,-0.26,-1.57,2020,2022
"4227","Cam Reynolds",-0.81,-0.13,-0.94,-0.13,-0.12,-0.55,-0.06,-0.01,-0.02,2020,2022
"4228","Gabriel Deck",0.27,-1.21,-0.95,0.49,-0.18,-0.04,0.16,-0.11,-1.04,2020,2022
"4229","Tomas Satoransky",-0.73,-0.23,-0.96,-0.42,0.02,-0.35,-0.08,0.35,-0.41,2020,2022
"4230","Jeremiah Martin",-0.27,-0.69,-0.96,0.09,0.23,-0.7,-0.01,-0.16,-0.5,2020,2022
"4231","Jahlil Okafor",-1.51,0.55,-0.96,-1.01,-0.16,-0.21,-0.33,0.26,0.43,2020,2022
"4232","Josh Giddey",-2.41,1.44,-0.97,-0.27,-0.32,-1.72,-0.02,-0.45,1.86,2020,2022
"4233","Charlie Brown Jr.",-1.35,0.36,-1,0.19,0.32,-1.85,-0.06,-0.35,0.78,2020,2022
"4234","Anderson Varejao",-0.45,-0.55,-1,-0.08,0.05,-0.43,-0.2,0,-0.38,2020,2022
"4235","Lance Stephenson",0.77,-1.77,-1,0.17,0.44,0.47,-0.46,-0.12,-1.36,2020,2022
"4236","Victor Oladipo",-1.78,0.78,-1,0.94,-1.44,-1.09,1.21,-0.29,-0.25,2020,2022
"4237","Dennis Smith Jr.",-1.33,0.31,-1.01,-0.25,-0.15,-0.71,0.32,-0.53,0.88,2020,2022
"4238","Ish Smith",-0.21,-0.81,-1.02,0.23,-0.01,-0.28,0.67,-0.88,-0.53,2020,2022
"4239","Matt Thomas",-1.06,0.03,-1.03,0.08,-0.31,-0.96,-0.03,-0.18,0.21,2020,2022
"4240","Pat Connaughton",0.11,-1.15,-1.04,0.35,0.25,-0.49,-0.26,0,-0.69,2020,2022
"4241","Ivica Zubac",-0.79,-0.25,-1.04,-1.05,0.45,-0.17,-1.14,1.69,-1.02,2020,2022
"4242","Payton Pritchard",0.67,-1.72,-1.05,-0.09,0.5,0.03,-0.72,-0.06,-0.84,2020,2022
"4243","Trey Murphy III",-0.37,-0.68,-1.05,-0.29,0.49,-0.76,0.09,0.36,-1.27,2020,2022
"4244","Serge Ibaka",-0.66,-0.39,-1.05,-0.28,-0.87,0.55,-1.39,1.5,-0.56,2020,2022
"4245","Harry Giles III",-1.62,0.57,-1.05,0.07,-0.49,-1.1,-0.56,0.36,0.8,2020,2022
"4246","Thomas Bryant",-0.46,-0.59,-1.05,-0.04,-0.88,0.32,0.07,0.2,-1.14,2020,2022
"4247","Jeff Dowtin Jr.",-0.77,-0.29,-1.06,-0.19,-0.02,-0.57,0.03,0.2,-0.53,2020,2022
"4248","Alize Johnson",-0.27,-0.79,-1.06,-0.09,1.11,-1.59,-0.3,0.07,-0.35,2020,2022
"4249","Jevon Carter",0.05,-1.11,-1.06,1.51,-0.42,-1.07,-0.82,0.45,-0.63,2020,2022
"4250","Charles Bassey",-1,-0.07,-1.07,-0.2,-0.08,-0.63,0.03,0.12,-0.24,2020,2022
"4251","Kira Lewis Jr.",-1.82,0.74,-1.08,0.05,0.04,-1.9,-0.35,0.32,0.63,2020,2022
"4252","Jordan Bell",-0.56,-0.51,-1.08,0.31,-0.04,-0.88,-0.02,-0.2,-0.23,2020,2022
"4253","Precious Achiuwa",-2.15,1.04,-1.1,-0.74,1.54,-2.99,-0.15,0.01,1.13,2020,2022
"4254","Javonte Smart",-0.88,-0.23,-1.1,0.02,-0.01,-1.08,-0.04,0.18,-0.45,2020,2022
"4255","Yves Pons",-1.01,-0.1,-1.1,-0.38,0.23,-0.85,-0.23,-0.22,0.44,2020,2022
"4256","Aleem Ford",-0.35,-0.75,-1.11,-0.06,0.13,-0.46,-0.18,-0.49,0.03,2020,2022
"4257","Isaac Okoro",-0.18,-0.92,-1.11,0.13,0.08,-0.28,-0.69,1.49,-1.73,2020,2022
"4258","Kessler Edwards",0.68,-1.79,-1.11,-0.8,0.83,0.59,-0.68,0.52,-1.72,2020,2022
"4259","Chris Silva",-0.83,-0.3,-1.14,-0.33,0.12,-0.63,-0.33,0.33,-0.5,2020,2022
"4260","Chandler Hutchison",-0.29,-0.86,-1.15,-0.29,0.28,-0.26,-0.23,-0.11,-0.55,2020,2022
"4261","Skylar Mays",-0.03,-1.13,-1.15,0.22,0.41,-0.7,-0.4,0.48,-1.13,2020,2022
"4262","Hamidou Diallo",-1.63,0.44,-1.19,-0.45,-0.01,-1.06,0.11,-0.35,0.91,2020,2022
"4263","Chuma Okeke",-2.83,1.61,-1.23,0.68,-1.26,-2.37,0.61,0.23,0.86,2020,2022
"4264","Sam Merrill",-1.05,-0.19,-1.24,-0.05,0.01,-0.97,0.02,-0.16,-0.12,2020,2022
"4265","Brandon Boston Jr.",-2.33,1.09,-1.24,-0.01,-0.32,-1.89,0.79,-0.58,0.93,2020,2022
"4266","Thanasis Antetokounmpo",-0.43,-0.82,-1.26,-1.31,0.73,0.2,0.81,-1.25,-0.28,2020,2022
"4267","Paul Watson",-0.13,-1.13,-1.26,0.25,-0.29,-0.06,-0.17,-0.82,-0.27,2020,2022
"4268","Quentin Grimes",-2.8,1.52,-1.27,-0.15,-0.1,-2.5,0.46,-0.13,1.06,2020,2022
"4269","Alfonzo McKinnie",-0.32,-0.97,-1.29,-0.06,0.76,-1.31,0.33,-0.36,-0.92,2020,2022
"4270","Josh Hall",-0.58,-0.71,-1.29,0.21,0.16,-0.8,-0.49,0.51,-0.74,2020,2022
"4271","Sharife Cooper",-1.2,-0.1,-1.3,-0.1,-0.23,-0.82,-0.06,-0.04,-0.03,2020,2022
"4272","Micah Potter",-1.11,-0.19,-1.3,-0.2,-0.09,-0.8,-0.06,-0.17,0.09,2020,2022
"4273","E'Twaun Moore",-0.57,-0.74,-1.3,-0.09,-0.23,-0.31,-0.28,0.18,-0.66,2020,2022
"4274","Dean Wade",-2.12,0.81,-1.3,-0.4,-0.77,-0.84,0.9,0.48,-0.59,2020,2022
"4275","Haywood Highsmith",-0.37,-0.95,-1.32,0.18,0.07,-0.61,-0.3,0,-0.61,2020,2022
"4276","Chimezie Metu",-0.21,-1.11,-1.33,-0.76,-0.8,1.29,0.19,0.01,-1.52,2020,2022
"4277","Naji Marshall",-1.2,-0.14,-1.33,-0.57,0.88,-1.19,0.22,0.48,-0.84,2020,2022
"4278","Tre Jones",-0.76,-0.58,-1.34,0.24,0.02,-0.82,-0.48,-0.14,0.16,2020,2022
"4279","James Bouknight",-0.07,-1.27,-1.34,-0.08,0.12,-0.35,0.11,-0.58,-0.61,2020,2022
"4280","Nate Darling",-0.82,-0.53,-1.34,-0.34,-0.08,-0.38,-0.18,-0.06,-0.26,2020,2022
"4281","Alen Smailagic",-0.71,-0.65,-1.36,-0.39,0.11,-0.53,0.02,-0.13,-0.51,2020,2022
"4282","Yuta Watanabe",-1.09,-0.28,-1.37,-0.37,0.26,-1.13,0.85,-0.39,-0.77,2020,2022
"4283","Lindell Wigginton",-0.07,-1.31,-1.38,-0.09,-0.06,0.14,-0.57,-0.36,-0.38,2020,2022
"4284","Justin James",-1.19,-0.22,-1.41,0.13,-0.27,-0.97,0.34,-0.18,-0.26,2020,2022
"4285","Tyrese Maxey",-0.14,-1.3,-1.44,1.36,-0.9,-0.55,-0.62,-0.14,-0.71,2020,2022
"4286","Freddie Gillespie",-1.55,0.11,-1.44,-0.48,0.18,-1.15,0.2,-0.22,-0.04,2020,2022
"4287","Tyler Bey",-0.91,-0.55,-1.46,-0.12,0.05,-0.83,0.07,-0.1,-0.52,2020,2022
"4288","KJ Martin",0.61,-2.08,-1.47,-0.84,0.69,0.68,-0.13,-0.24,-1.78,2020,2022
"4289","Joshua Primo",-0.86,-0.63,-1.5,-0.04,0.03,-0.9,-0.52,-0.46,0.21,2020,2022
"4290","Keldon Johnson",-0.56,-0.94,-1.5,0.75,-0.32,-0.8,-0.5,0.45,-0.74,2020,2022
"4291","Lamar Stevens",-0.45,-1.06,-1.51,0.18,-0.07,-0.28,0.15,-0.66,-0.38,2020,2022
"4292","Carsen Edwards",-1.03,-0.49,-1.52,0.02,-0.1,-0.86,-0.08,-0.11,-0.28,2020,2022
"4293","Derrick Favors",-1.77,0.24,-1.53,-0.49,0.29,-1.48,-1.03,1.72,-0.39,2020,2022
"4294","Rajon Rondo",-2.49,0.96,-1.53,-0.77,-0.01,-1.87,0.35,-1.14,1.86,2020,2022
"4295","KZ Okpala",-1.72,0.18,-1.53,0.06,-0.26,-1.52,-0.24,-0.05,0.67,2020,2022
"4296","Jordan Bone",-1.08,-0.49,-1.57,0.02,-0.32,-0.68,-0.26,0.05,-0.14,2020,2022
"4297","Romeo Langford",-3.52,1.94,-1.58,-0.29,0.07,-3.13,-0.16,-0.02,1.97,2020,2022
"4298","Deividas Sirvydis",-1.52,-0.07,-1.59,-0.18,-0.28,-0.92,0.1,-0.16,-0.05,2020,2022
"4299","Will Barton",-1.1,-0.49,-1.59,-0.24,-0.24,-0.46,-0.18,0.29,-0.54,2020,2022
"4300","Aleksej Pokusevski",-1.63,0.04,-1.59,-0.69,0.06,-0.81,-0.63,1.19,-0.35,2020,2022
"4301","Eric Bledsoe",-0.97,-0.63,-1.6,-0.08,-0.07,-1.01,0.19,0.1,-0.8,2020,2022
"4302","Nico Mannion",-0.87,-0.74,-1.61,-0.3,-0.49,-0.15,0.26,-0.46,-0.49,2020,2022
"4303","Theo Pinson",-1.59,-0.02,-1.61,0.12,-0.4,-0.97,0.06,0.03,-0.16,2020,2022
"4304","Nerlens Noel",-0.63,-0.99,-1.62,-0.4,-1.65,1.23,0.64,-0.57,-0.98,2020,2022
"4305","Admiral Schofield",-0.88,-0.75,-1.63,0.2,-0.35,-0.61,-0.45,-0.23,-0.15,2020,2022
"4306","Armoni Brooks",-0.95,-0.69,-1.64,0.73,-0.07,-1.67,0.11,-0.54,-0.33,2020,2022
"4307","Cole Anthony",-0.37,-1.29,-1.65,0.07,0.36,-0.92,-0.7,0.3,-0.77,2020,2022
"4308","Juancho Hernangomez",1.68,-3.34,-1.65,0.17,0.76,0.81,-1.36,0.17,-1.96,2020,2022
"4309","Kemba Walker",-0.23,-1.43,-1.66,-0.17,-0.63,0.65,0.14,-0.41,-0.9,2020,2022
"4310","Justin Patton",-1.08,-0.62,-1.69,0.2,0.07,-1.39,-0.04,0.1,-0.75,2020,2022
"4311","D.J. Wilson",-2.11,0.4,-1.71,-0.11,-0.54,-1.25,-0.27,0.13,0.64,2020,2022
"4312","Carmelo Anthony",0.83,-2.54,-1.71,0.62,-0.47,0.61,-1.15,-1.16,-0.24,2020,2022
"4313","Mason Jones",-1.76,0.05,-1.71,-0.62,0.06,-1.14,-0.13,0.21,-0.17,2020,2022
"4314","Ignas Brazdeikis",0.32,-2.05,-1.73,1.05,-0.14,-0.63,-0.51,0.12,-1.61,2020,2022
"4315","Terry Taylor",0.62,-2.38,-1.76,-0.22,1.04,-0.07,0.27,0.27,-3.07,2020,2022
"4316","Jalen McDaniels",-0.36,-1.4,-1.76,0.27,-0.1,-0.45,0.06,-0.66,-0.61,2020,2022
"4317","Quinndary Weatherspoon",-0.42,-1.34,-1.76,0.09,-0.37,0.01,0.1,-0.18,-1.28,2020,2022
"4318","Shaquille Harrison",-1.95,0.19,-1.76,-0.45,-0.34,-1.04,0.04,-0.3,0.46,2020,2022
"4319","Grant Williams",-0.67,-1.1,-1.76,-0.45,-0.97,0.52,0.28,-0.55,-0.76,2020,2022
"4320","James Johnson",-1.6,-0.18,-1.77,-0.12,0.21,-1.53,-0.13,-1.22,1.06,2020,2022
"4321","Tony Snell",-1.09,-0.69,-1.79,-0.61,-0.3,-0.21,-0.55,-0.13,0.04,2020,2022
"4322","Markus Howard",-0.84,-0.95,-1.79,0.43,-0.63,-0.82,0.14,0.08,-1.11,2020,2022
"4323","Cassius Winston",-0.87,-0.92,-1.79,0.07,-0.28,-0.59,-0.66,0.07,-0.33,2020,2022
"4324","Vernon Carey Jr.",-0.9,-0.89,-1.8,-0.09,-0.07,-0.63,0.06,-0.22,-0.63,2020,2022
"4325","Alperen Sengun",-0.94,-0.87,-1.81,-1.71,0.76,-0.1,0.74,-0.17,-1.58,2020,2022
"4326","Jaylen Hoard",-0.82,-1,-1.83,-0.17,0.29,-0.78,-0.6,-0.21,-0.09,2020,2022
"4327","Kevin Pangos",-0.36,-1.47,-1.83,-0.19,0.04,-0.06,-0.34,-0.08,-1,2020,2022
"4328","Tim Frazier",-1.91,0.07,-1.84,-0.73,-0.11,-1.06,0.27,-0.25,0.12,2020,2022
"4329","Tre Mann",-1.42,-0.43,-1.85,0.1,0.13,-1.73,-0.32,-0.32,0.18,2020,2022
"4330","Moses Moody",-1.49,-0.38,-1.87,-0.53,-0.5,-0.37,-0.46,0.39,-0.25,2020,2022
"4331","Jeremiah Robinson-Earl",-2.12,0.24,-1.89,0.18,-0.18,-2.21,-0.36,0.12,0.25,2020,2022
"4332","Dakota Mathias",-1.49,-0.4,-1.89,0.06,0.03,-1.52,-0.33,-0.22,0.37,2020,2022
"4333","Bruno Fernando",-1.86,-0.03,-1.89,-0.87,0.32,-1.32,-0.54,0.37,0.22,2020,2022
"4334","Udoka Azubuike",-1.85,-0.06,-1.9,-0.64,-0.37,-0.7,-0.51,-0.1,0.66,2020,2022
"4335","Saben Lee",-0.35,-1.57,-1.92,0.24,-0.02,-0.48,-0.18,-0.73,-0.86,2020,2022
"4336","Didi Louzada",-1.98,0.05,-1.92,-0.27,-0.35,-1.22,0.12,-0.33,0.34,2020,2022
"4337","Brad Wanamaker",-3.09,1.16,-1.92,-0.39,-0.22,-2.56,0.64,0.02,0.48,2020,2022
"4338","Bol Bol",-1.1,-0.83,-1.93,-0.37,-0.47,0.02,-0.27,0.66,-1.23,2020,2022
"4339","Nate Hinton",-1.12,-0.83,-1.94,-0.11,-0.01,-1.03,0.09,-0.27,-0.48,2020,2022
"4340","Reggie Perry",-0.85,-1.1,-1.95,0.07,0.11,-0.74,-0.63,-0.62,0.26,2020,2022
"4341","Vit Krejci",-0.5,-1.48,-1.98,0.32,-0.16,-0.64,-0.02,-0.01,-1.64,2020,2022
"4342","Sean McDermott",-2.02,-0.01,-2.04,-0.5,0.17,-1.8,0.28,0.18,-0.56,2020,2022
"4343","Tyrese Haliburton",-0.21,-1.85,-2.06,-0.52,0.45,-0.06,0.07,-1.54,-0.76,2020,2022
"4344","Jordan Nwora",-0.18,-1.87,-2.06,-0.44,0.07,0.14,-0.23,-0.95,-0.55,2020,2022
"4345","Duane Washington Jr.",0.08,-2.19,-2.11,-0.37,0.39,0.47,-0.3,0,-1.67,2020,2022
"4346","Greg Brown III",-1.12,-0.99,-2.11,-0.74,-0.12,-0.35,0.04,-0.35,-0.66,2020,2022
"4347","Saddiq Bey",-1.16,-0.98,-2.13,0.48,-0.69,-1.14,-0.44,-0.24,-0.5,2020,2022
"4348","Wes Iwundu",-1.85,-0.3,-2.16,-0.56,-0.27,-1.04,-0.06,-0.54,0.44,2020,2022
"4349","Doug McDermott",0.57,-2.74,-2.17,0.28,-0.89,1.24,-0.95,-0.58,-1.19,2020,2022
"4350","Mo Bamba",-1.73,-0.48,-2.2,-0.31,-0.44,-1.03,-1.15,0.48,0.31,2020,2022
"4351","Nickeil Alexander-Walker",-1.56,-0.65,-2.21,-0.2,0.62,-1.48,0.68,-0.65,-0.47,2020,2022
"4352","Marquese Chriss",-1.35,-0.86,-2.21,-0.76,-0.05,-0.44,-0.7,0.26,-0.58,2020,2022
"4353","Svi Mykhailiuk",-0.79,-1.43,-2.22,-0.33,0.36,-0.57,0.65,-0.19,-1.76,2020,2022
"4354","Zeke Nnaji",-0.96,-1.27,-2.23,-0.09,-0.61,-0.23,-0.02,0.01,-1.38,2020,2022
"4355","Timothe Luwawu-Cabarrot",-0.21,-2.02,-2.24,-0.5,-0.12,0.29,-0.45,0.59,-2.2,2020,2022
"4356","Davion Mitchell",-2.8,0.54,-2.26,-0.7,0.04,-2.18,0.44,-0.75,1.03,2020,2022
"4357","Garrett Temple",-1.33,-0.94,-2.27,-0.82,-0.09,-0.5,0.26,-0.09,-0.68,2020,2022
"4358","Mfiondu Kabengele",-2.06,-0.23,-2.29,-0.64,-0.2,-1.21,-0.47,-0.31,0.6,2020,2022
"4359","Stanley Johnson",0.01,-2.31,-2.29,-0.15,-0.89,0.91,0.45,-0.51,-2.3,2020,2022
"4360","Vlatko Cancar",-1.93,-0.38,-2.31,-0.22,-0.31,-1.38,-0.46,0.41,-0.45,2020,2022
"4361","Jarrett Culver",-2.7,0.37,-2.33,0.07,0.74,-3.19,0.46,-0.63,0.64,2020,2022
"4362","Dwight Howard",-0.88,-1.45,-2.33,-1.35,2.13,-1.73,-0.8,0.18,-0.8,2020,2022
"4363","Elfrid Payton",-1.25,-1.09,-2.33,-0.36,0.54,-1.34,-0.55,0.27,-0.59,2020,2022
"4364","Jake Layman",-2.54,0.19,-2.35,-0.65,-0.29,-1.21,0.47,-0.03,-0.01,2020,2022
"4365","Damian Jones",-1.71,-0.64,-2.36,-0.43,-1,-0.1,-0.07,-0.29,-0.38,2020,2022
"4366","Kyle Guy",-1.11,-1.29,-2.4,-0.38,0.05,-0.87,-0.53,0.04,-0.76,2020,2022
"4367","Ayo Dosunmu",-1.34,-1.09,-2.43,-0.64,-0.44,0.2,0.39,-0.2,-1.34,2020,2022
"4368","Avery Bradley",-2.01,-0.43,-2.43,-0.46,-1.1,-0.56,0.55,-0.06,-0.86,2020,2022
"4369","Josh Christopher",-0.82,-1.63,-2.45,-0.61,0.7,-0.68,0.45,-0.78,-1.6,2020,2022
"4370","Zavier Simpson",-1.02,-1.44,-2.46,0.18,-0.21,-0.83,-0.33,-0.25,-0.84,2020,2022
"4371","Melvin Frazier Jr.",-1.24,-1.23,-2.47,0.37,-0.32,-1.31,-0.41,-0.09,-0.77,2020,2022
"4372","Chasson Randle",-2.09,-0.42,-2.51,0.37,-0.66,-1.79,-0.6,0.23,0.06,2020,2022
"4373","Danuel House Jr.",-1.72,-0.79,-2.51,0.22,-0.66,-1.37,0.12,-0.1,-0.74,2020,2022
"4374","D.J. Augustin",0.53,-3.06,-2.53,-0.17,0.17,0.27,-0.96,-0.1,-1.86,2020,2022
"4375","Isaiah Roby",-1.56,-0.97,-2.53,-1.45,0.35,-0.62,0.18,-0.1,-1.07,2020,2022
"4376","Malachi Flynn",-1.9,-0.67,-2.57,0.37,-0.39,-1.9,-0.1,0.1,-0.64,2020,2022
"4377","Kelly Oubre Jr.",-1.72,-0.89,-2.6,1.03,-0.43,-2.25,0.11,-1.22,0.27,2020,2022
"4378","Nick Richards",-1.59,-1.12,-2.72,-0.74,0.13,-1.11,-0.26,0.09,-0.98,2020,2022
"4379","Brandon Goodwin",-1.31,-1.44,-2.74,-0.04,0.67,-1.88,-0.53,0.33,-0.98,2020,2022
"4380","Gorgui Dieng",-1.29,-1.51,-2.8,-0.76,-0.27,-0.4,-0.19,-0.05,-1.28,2020,2022
"4381","Aron Baynes",-2.46,-0.36,-2.82,-0.75,-0.11,-1.55,-0.09,0.17,-0.43,2020,2022
"4382","CJ Elleby",-1.72,-1.11,-2.83,-0.12,0.17,-1.65,0.58,-0.31,-1.39,2020,2022
"4383","Jerome Robinson",-1.81,-1.05,-2.86,-0.34,-0.11,-1.39,-0.12,-0.21,-0.71,2020,2022
"4384","Norman Powell",0.14,-3.02,-2.88,0.73,-0.73,0.25,-0.1,-0.33,-2.28,2020,2022
"4385","Damyean Dotson",-2.98,0.03,-2.96,-0.16,0.11,-2.82,-0.45,-0.18,0.64,2020,2022
"4386","Brandon Williams",-1,-2,-2.99,-0.11,0.31,-1.37,0.3,-0.53,-1.92,2020,2022
"4387","Dwayne Bacon",-2.13,-0.88,-3.01,1.02,-0.31,-2.62,-0.9,0.57,-0.21,2020,2022
"4388","Drew Eubanks",-1.82,-1.26,-3.08,-0.69,0.79,-2.03,-0.5,-0.21,-0.77,2020,2022
"4389","Eric Paschall",-1.36,-1.74,-3.1,-0.27,-1.17,0.29,-0.32,-0.49,-0.89,2020,2022
"4390","Glenn Robinson III",-0.98,-2.13,-3.12,-0.37,0.28,-0.85,0,-0.22,-1.69,2020,2022
"4391","Semi Ojeleye",-3.01,-0.14,-3.15,-0.3,0.06,-2.71,-0.15,-0.36,0.04,2020,2022
"4392","Rodney Hood",-2.11,-1.05,-3.16,-0.52,-0.9,-0.78,0.62,-1.21,-0.21,2020,2022
"4393","Facundo Campazzo",-2.85,-0.4,-3.25,-0.71,-0.28,-2.16,0.97,0.13,-1.37,2020,2022
"4394","Lonnie Walker IV",-0.62,-2.65,-3.28,0.57,-1.06,-0.18,-0.57,-0.65,-1.28,2020,2022
"4395","Trey Lyles",-1.31,-2.02,-3.33,0.39,-0.73,-1.08,-0.63,-0.13,-1,2020,2022
"4396","Terrence Ross",-1.41,-1.92,-3.34,-0.4,0.15,-1.43,-0.45,-0.74,-0.91,2020,2022
"4397","Moses Brown",-2.02,-1.35,-3.37,-1.11,1.33,-2.38,-1.5,0.81,-0.6,2020,2022
"4398","Ben McLemore",-1.97,-1.59,-3.55,0.15,-0.51,-1.66,0.89,-1.15,-1.33,2020,2022
"4399","Georgios Kalaitzakis",-1.53,-2.04,-3.57,-0.38,-0.29,-0.7,-0.51,-0.38,-1.22,2020,2022
"4400","DeAndre Jordan",-2.45,-1.14,-3.59,-1.01,0.5,-1.88,-1.96,1.02,-0.06,2020,2022
"4401","Kevin Knox II",-2.76,-0.89,-3.65,-0.5,0.06,-2.57,-0.11,-0.45,-0.26,2020,2022
"4402","Kyle Kuzma",-3.23,-0.44,-3.66,-0.73,-0.6,-1.8,-1.29,0.48,0.39,2020,2022
"4403","Cam Thomas",-2.38,-1.33,-3.71,-0.65,1.08,-2.6,-0.11,-0.47,-0.62,2020,2022
"4404","Justin Robinson",-2.48,-1.24,-3.71,-0.53,0.04,-2.18,-0.38,-0.58,-0.16,2020,2022
"4405","Sandro Mamukelashvili",-1.62,-2.12,-3.74,-0.37,0.22,-1.45,0.18,-0.39,-1.9,2020,2022
"4406","Patrick Williams",-2.5,-1.25,-3.75,-1.09,-0.22,-1.13,-0.99,1.2,-1.53,2020,2022
"4407","Cedi Osman",-1.16,-2.59,-3.75,0.13,-0.67,-0.28,0.22,-1.09,-1.82,2020,2022
"4408","Torrey Craig",-0.86,-2.89,-3.76,0.2,0.58,-1.7,-1.11,-0.6,-1.37,2020,2022
"4409","Naz Reid",-3.56,-0.25,-3.81,0.21,-0.5,-3.3,0.72,-0.28,-0.64,2020,2022
"4410","James Wiseman",-3.28,-0.58,-3.86,-1.16,-0.78,-1.4,-0.24,-0.24,-0.22,2020,2022
"4411","Keon Johnson",-1.19,-2.76,-3.95,0.2,-0.14,-1.2,0.14,-1.13,-1.33,2020,2022
"4412","Juwan Morgan",-1.61,-2.36,-3.97,-0.3,-0.16,-1.08,-0.44,-0.39,-1.38,2020,2022
"4413","Bismack Biyombo",-3.66,-0.43,-4.08,-1.06,0.87,-3.46,-0.14,0.89,-1.16,2020,2022
"4414","Collin Sexton",-2.24,-2.18,-4.42,-0.52,0.81,-2.38,-0.04,-0.54,-1.55,2020,2022
"4415","Killian Hayes",-3.43,-1.04,-4.46,-0.78,-0.5,-2.08,0.66,-0.09,-1.7,2020,2022
"4416","Trendon Watford",-2.23,-2.25,-4.47,-0.34,-0.49,-1.07,-0.05,-0.27,-2.09,2020,2022
"4417","Jalen Green",-2.59,-1.93,-4.52,-0.18,-0.92,-1.16,-0.51,-0.46,-0.9,2020,2022
"4418","Elijah Hughes",-1.95,-2.73,-4.68,-0.86,-0.24,-0.81,-0.52,-0.42,-1.93,2020,2022
"4419","Keljin Blevins",-2.34,-2.39,-4.74,-0.21,-0.61,-1.55,0.02,-0.32,-2.07,2020,2022
"4420","Darius Bazley",-3.37,-1.6,-4.97,-0.47,-1.34,-1.6,-0.76,0.64,-1.42,2020,2022
"4421","Cam Reddish",-3.17,-1.9,-5.07,-0.93,0.37,-2.73,-0.78,0.28,-1.44,2020,2022
"4422","R.J. Hampton",-2.59,-3.13,-5.72,0.24,-1.06,-1.77,-0.35,-0.26,-2.43,2020,2022
"4423","Theo Maledon",-4.25,-1.65,-5.9,-0.86,-1.37,-2.17,-0.71,0.22,-1.08,2020,2022
"4424","Nikola Jokic",5.77,3.32,9.08,-0.39,0.24,6.5,-0.36,2.16,1.45,2021,2023
"4425","Jrue Holiday",5.13,2.6,7.73,1.25,-0.03,3.72,0.55,1.28,1.06,2021,2023
"4426","Joel Embiid",4.03,3.49,7.51,0.6,-1.73,5.03,-0.36,0.12,3.44,2021,2023
"4427","Kevin Durant",4.22,2.68,6.9,-0.04,-1.15,5.57,-0.4,0.61,2.39,2021,2023
"4428","Jayson Tatum",5.32,1.49,6.81,1.02,0.29,3.82,-0.46,0.56,1.61,2021,2023
"4429","Darius Garland",4.23,2.42,6.65,0.57,0.19,3.75,1.09,0.25,0.74,2021,2023
"4430","Stephen Curry",4,1.93,5.93,-0.33,-0.12,4.34,1.27,0.1,0.8,2021,2023
"4431","Kawhi Leonard",4.58,1.19,5.76,1.3,-0.07,3.14,-0.1,0.42,0.82,2021,2023
"4432","Derrick White",1.7,3.62,5.32,0.92,-1.32,1.69,0.18,-0.23,3.65,2021,2023
"4433","Aaron Gordon",4.15,1.08,5.22,0.3,1.08,2.74,-0.34,0.61,0.92,2021,2023
"4434","Paul George",2.16,3.03,5.2,-0.36,-1.45,3.64,1.46,0.42,1.52,2021,2023
"4435","Devin Booker",5.76,-0.62,5.13,0.99,0.89,3.92,-0.43,-0.59,0.37,2021,2023
