"","Player","Offense","Defense","Ovr","OffTO_multiplied","OReb_multiplied","OTS_multiplied","DefTO_multiplied","DReb_multiplied","DTS_multiplied","season1","season2"
"4436","Immanuel Quickley",0.65,4.1,4.75,0.7,0.93,-0.55,0.25,-0.64,4.47,2021,2023
"4437","Giannis Antetokounmpo",4,0.74,4.74,0.24,0.98,2.83,-1.4,1.28,1.09,2021,2023
"4438","George Hill",0.26,4.45,4.71,0.54,-0.19,0.09,0.31,0.35,3.54,2021,2023
"4439","Kyrie Irving",4.86,-0.26,4.6,1.54,-1.31,4.25,-0.01,-0.9,0.65,2021,2023
"4440","LeBron James",3.86,0.66,4.52,0.41,-0.41,3.95,-0.29,1.32,-0.46,2021,2023
"4441","Kenrich Williams",0.77,3.71,4.48,0.37,0.8,-0.56,1.35,0.06,2.26,2021,2023
"4442","Miles Bridges",2.83,1.62,4.44,0.31,-0.58,3,0.09,-0.83,2.53,2021,2023
"4443","Alex Caruso",0.29,4.12,4.41,0.25,0.4,-0.09,2.52,-0.32,1.76,2021,2023
"4444","Jaren Jackson Jr.",1.86,2.5,4.36,1.06,0.45,0.55,-0.18,0.16,2.3,2021,2023
"4445","Damian Lillard",5.47,-1.19,4.28,0.77,-0.33,4.69,-0.66,0.31,-0.97,2021,2023
"4446","Hassan Whiteside",2.8,1.38,4.19,-0.26,1.52,1.14,-0.23,0.57,0.59,2021,2023
"4447","Jose Alvarado",1.62,2.53,4.15,0.01,1.04,0.64,1.49,0.51,0.32,2021,2023
"4448","Desmond Bane",2.87,1.13,4,0.72,0.38,1.82,0.1,-0.51,1.77,2021,2023
"4449","Alec Burks",2.61,1.36,3.98,1.01,0.11,1.53,0.36,0.23,0.64,2021,2023
"4450","Draymond Green",0.75,3.13,3.88,-0.65,-0.8,2.39,0.22,0.93,2.21,2021,2023
"4451","Kevin Huerter",3.33,0.46,3.78,1.11,-0.39,2.38,-0.5,1,0.22,2021,2023
"4452","Shai Gilgeous-Alexander",4.39,-0.62,3.77,1.47,0.15,2.74,0.14,-0.79,-0.07,2021,2023
"4453","Steven Adams",2.99,0.76,3.76,-0.07,3.89,-0.68,-1.26,1.92,0.22,2021,2023
"4454","Anthony Edwards",2.53,1.23,3.76,0.27,-0.22,2.39,0.82,-0.85,1,2021,2023
"4455","Mike Muscala",2.44,1.31,3.76,0.41,-0.01,1.86,0.04,-0.37,1.51,2021,2023
"4456","Herbert Jones",1.86,1.85,3.71,0.59,0.08,1.59,1.35,0.35,0.54,2021,2023
"4457","Donovan Mitchell",3.8,-0.12,3.68,1.2,-0.45,3.07,0.53,0.14,-1.01,2021,2023
"4458","Anthony Davis",-0.24,3.92,3.68,-0.15,0.22,-0.28,0.29,1.18,2.35,2021,2023
"4459","Gary Payton II",2.23,1.39,3.62,0.38,0.38,1.49,1.24,-0.6,0.86,2021,2023
"4460","Mikal Bridges",2.78,0.84,3.62,1.18,-0.57,2.14,0.19,0.2,0.47,2021,2023
"4461","Robert Williams III",-0.37,3.92,3.55,-0.33,0.84,-1.11,-0.12,0.41,3.42,2021,2023
"4462","Zion Williamson",2.03,1.5,3.53,-0.28,0.81,1.36,0.94,-0.13,0.68,2021,2023
"4463","Franz Wagner",1.45,2.04,3.49,0.92,-0.18,0.84,0,1.1,1.15,2021,2023
"4464","Larry Nance Jr.",2.01,1.44,3.45,0.05,-0.17,2.19,1.69,-0.37,-0.15,2021,2023
"4465","Luke Kennard",2.17,1.22,3.39,0.73,-0.85,2.27,-0.41,-0.65,2.04,2021,2023
"4466","Bam Adebayo",0.51,2.87,3.38,0.24,-1.01,1.43,-0.18,1.1,1.93,2021,2023
"4467","Myles Turner",1.6,1.74,3.34,0.66,-1.82,2.77,0.37,0.03,1.24,2021,2023
"4468","Tyler Herro",2.58,0.66,3.24,0.08,-0.01,2.59,0.53,-0.53,0.75,2021,2023
"4469","Jae Crowder",0.75,2.49,3.24,0.9,-1.4,1.2,0.66,-0.14,2.05,2021,2023
"4470","Michael Porter Jr.",1.65,1.53,3.18,0.26,-0.68,2.13,-0.65,0.26,1.81,2021,2023
"4471","Austin Reaves",1.84,1.34,3.18,0.1,0.32,1.68,-0.23,0.1,1.71,2021,2023
"4472","Pascal Siakam",2.49,0.67,3.16,1.29,-0.1,1.6,-0.24,1.03,-0.25,2021,2023
"4473","Jarrett Allen",0.63,2.49,3.12,-1.45,0.93,1.12,0.04,0.62,1.95,2021,2023
"4474","Domantas Sabonis",1.8,1.3,3.11,-0.77,0,2.47,0.12,1.58,-0.74,2021,2023
"4475","Boban Marjanovic",0.66,2.42,3.08,-0.3,0.16,0.96,0.09,0.85,1.47,2021,2023
"4476","James Harden",3.41,-0.34,3.07,0.11,-0.13,3.03,-0.2,0.83,-0.83,2021,2023
"4477","Christian Koloko",0.46,2.59,3.06,0.46,0.6,-0.7,0.81,0.14,1.7,2021,2023
"4478","Rudy Gay",1.04,2,3.05,1.06,-0.67,0.58,0.15,0.01,1.78,2021,2023
"4479","Derrick Jones Jr.",1.82,1.18,3,0.18,0.63,1.14,0.36,-0.11,1.12,2021,2023
"4480","DeMar DeRozan",3.1,-0.12,2.97,2.12,-0.99,1.77,-0.17,-0.3,0.42,2021,2023
"4481","Terence Davis",2.15,0.82,2.97,0.62,-0.43,1.81,0.26,0.04,0.4,2021,2023
"4482","Fred VanVleet",1.95,0.97,2.93,0.75,0.42,0.77,1.15,-0.54,0.31,2021,2023
"4483","Andre Iguodala",-0.3,3.21,2.91,0.18,-0.38,-0.1,1.06,-0.36,2.67,2021,2023
"4484","Jordan McLaughlin",1.33,1.52,2.86,-0.04,-0.66,1.83,0.36,0.17,0.91,2021,2023
"4485","Delon Wright",1.45,1.38,2.83,-0.23,0.77,0.91,0.97,0.11,0.35,2021,2023
"4486","Cameron Johnson",0.79,2.02,2.81,-0.06,-0.18,0.84,0.16,-0.19,1.82,2021,2023
"4487","Anthony Gill",2.45,0.35,2.8,0.43,0.6,1.24,0.72,-0.09,-0.37,2021,2023
"4488","Chris Paul",0.73,2.02,2.75,1.23,-0.81,0.38,0.16,0.53,1.49,2021,2023
"4489","Kevon Looney",2.95,-0.21,2.74,0.21,1.3,0.96,-1.81,1.13,0.63,2021,2023
"4490","Clint Capela",2.27,0.47,2.74,0.47,1.87,-0.26,-0.85,1.37,0,2021,2023
"4491","Jakob Poeltl",2.38,0.36,2.73,0.43,1.12,0.76,0.39,0.19,-0.61,2021,2023
"4492","Justise Winslow",0.54,2.19,2.73,0.15,0.82,-0.43,0.59,-0.37,1.96,2021,2023
"4493","Montrezl Harrell",0.96,1.67,2.63,0.12,0.61,0.41,-0.68,0.02,2.1,2021,2023
"4494","Jalen Brunson",3.69,-1.06,2.63,1.29,-0.02,2.81,-0.16,0.22,-0.84,2021,2023
"4495","Josh Hart",2.56,0.06,2.62,-0.39,0.59,2.59,-0.1,0.43,-0.13,2021,2023
"4496","Miles McBride",1.34,1.27,2.62,0.72,0.83,-0.54,-0.01,0.46,0.59,2021,2023
"4497","Bogdan Bogdanovic",3.26,-0.67,2.58,1.23,0.28,1.91,-0.27,-0.25,-0.05,2021,2023
"4498","Brandon Ingram",1.36,1.21,2.57,0.26,-0.2,1.41,-0.36,0.14,1.33,2021,2023
"4499","Mike Conley",2.77,-0.3,2.48,1.12,0.7,0.9,0.11,0.82,-0.98,2021,2023
"4500","Jordan Clarkson",2.08,0.4,2.47,-0.28,1.48,1.06,-0.55,-0.43,1.21,2021,2023
"4501","Wesley Matthews",1.64,0.81,2.45,1.21,-0.03,0.57,-0.29,-0.53,1.61,2021,2023
"4502","Kyle Lowry",0.48,1.96,2.45,0.37,-0.22,0.19,0.89,0.72,0.4,2021,2023
"4503","Isaiah Hartenstein",2.17,0.23,2.4,-0.14,0.42,2.02,-0.2,0.19,0.1,2021,2023
"4504","Jusuf Nurkic",-0.6,2.96,2.36,-0.5,-0.63,0.09,-0.92,2.33,1.56,2021,2023
"4505","Jimmy Butler",2.77,-0.45,2.33,0.85,0.71,1.22,1.29,0.33,-2.18,2021,2023
"4506","Mitchell Robinson",1.22,1.08,2.3,-0.29,2.02,-0.38,-0.11,0.68,0.42,2021,2023
"4507","Walker Kessler",1.53,0.77,2.3,-0.75,1.5,0.77,-1.49,0.62,1.63,2021,2023
"4508","Brook Lopez",-0.34,2.64,2.3,-0.74,0.22,0.01,-1.84,1.71,2.91,2021,2023
"4509","Jock Landale",1.2,1.07,2.27,-0.39,1.16,0.24,0.15,0.48,0.16,2021,2023
"4510","Ricky Rubio",-1.33,3.6,2.27,0.46,0.01,-1.81,1.4,0.14,1.89,2021,2023
"4511","Ja Morant",1.7,0.57,2.27,-0.01,1.71,0.28,-0.52,0.76,0.45,2021,2023
"4512","Marcus Smart",1.74,0.51,2.25,0.7,-0.69,1.42,0.82,0.56,-0.64,2021,2023
"4513","Andre Drummond",0.06,2.18,2.24,-0.8,2.25,-1.44,0.97,0.21,0.93,2021,2023
"4514","Ish Wainright",1.13,1.11,2.24,0.12,1.24,-0.25,-0.23,-0.16,1.59,2021,2023
"4515","P.J. Tucker",1.14,1.09,2.22,-0.4,-0.49,1.81,0.4,0.64,0.15,2021,2023
"4516","Wendell Carter Jr.",-0.85,3.05,2.2,-1.65,-0.13,1.03,-0.15,0.89,2.26,2021,2023
"4517","Chris Boucher",0.49,1.71,2.2,0.47,2.2,-1.9,0.86,-0.32,1.11,2021,2023
"4518","Javonte Green",1.58,0.6,2.19,-0.08,-0.13,1.7,0.4,-0.25,0.18,2021,2023
"4519","Lauri Markkanen",2.29,-0.1,2.19,0.3,0.53,1.57,-1.04,0.33,0.71,2021,2023
"4520","Tim Hardaway Jr.",1.65,0.54,2.19,1.49,-0.79,0.98,-0.21,0.4,0.46,2021,2023
"4521","Dwight Powell",1.42,0.76,2.18,-0.61,0.5,1.47,0.29,0.98,-0.79,2021,2023
"4522","Lindy Waters III",1.44,0.75,2.18,0,0.16,1.06,0.03,0.4,0.41,2021,2023
"4523","Kristaps Porzingis",1.26,0.92,2.18,0.52,-0.82,1.54,-1.16,1.49,0.83,2021,2023
"4524","Dillon Brooks",0.01,2.15,2.16,0.76,-0.32,-0.07,0.91,0.51,0.95,2021,2023
"4525","Luka Doncic",3.15,-1.01,2.14,0.14,-0.24,2.93,-0.63,-0.55,0.08,2021,2023
"4526","Kevin Porter Jr.",0.84,1.27,2.11,-0.92,0.34,1.43,-0.31,0.3,1.2,2021,2023
"4527","Enes Freedom",0.69,1.4,2.09,-0.1,0.84,-0.25,-0.79,0.32,1.66,2021,2023
"4528","Al Horford",0.92,1.15,2.06,0.6,-1.17,1.3,-0.83,1.5,0.51,2021,2023
"4529","Karl-Anthony Towns",1.38,0.67,2.05,-0.05,0.49,0.98,-0.81,0.51,0.92,2021,2023
"4530","Jeremy Lamb",1.2,0.84,2.04,0.75,0.53,-0.25,-0.55,0.37,0.92,2021,2023
"4531","Monte Morris",3.04,-1.06,1.98,1.09,-1.32,3.13,-1.23,0.38,-0.18,2021,2023
"4532","Robert Covington",0.32,1.66,1.98,0.2,-0.22,0.2,0.96,0.07,0.9,2021,2023
"4533","John Konchar",0.65,1.32,1.97,0.27,1.6,-1.12,0.73,0.02,0.66,2021,2023
"4534","Frank Ntilikina",-0.05,2.01,1.97,1.03,-0.83,-0.5,0.35,0.27,1.61,2021,2023
"4535","Nic Claxton",0.9,1.06,1.96,0.03,-0.66,1.35,0.13,-0.89,1.85,2021,2023
"4536","Onyeka Okongwu",0.87,1.07,1.94,-0.26,-0.01,0.88,0.26,-0.43,1.01,2021,2023
"4537","Terance Mann",1.38,0.53,1.91,0.21,0.82,0.19,0.05,-0.93,1.33,2021,2023
"4538","OG Anunoby",0.88,1.01,1.89,-0.47,0.71,0.65,1.55,0.1,-0.95,2021,2023
"4539","Rudy Gobert",-1.37,3.26,1.88,-1.7,1.5,-0.95,-1.29,0.72,3.9,2021,2023
"4540","D'Angelo Russell",1.86,0.02,1.88,-0.16,0.22,2.18,0.49,-0.46,-0.18,2021,2023
"4541","Trae Young",3.39,-1.53,1.86,1.17,-0.2,2.68,0.4,-0.87,-0.96,2021,2023
"4542","Isaiah Joe",3.32,-1.47,1.85,0.55,-0.1,2.71,1.44,-1.61,-1.22,2021,2023
"4543","Dejounte Murray",0.96,0.87,1.83,1.37,-0.25,0.04,0.2,0.47,-0.21,2021,2023
"4544","Tony Bradley",0.65,1.18,1.83,-0.4,0.42,0.47,-0.17,-0.24,1.39,2021,2023
"4545","Jalen McDaniels",1.66,0.11,1.77,0.47,0.66,0.77,0.73,-0.63,0.35,2021,2023
"4546","Josh Okogie",-0.29,2.04,1.74,-0.27,1.41,-1.53,1.68,-0.79,1.19,2021,2023
"4547","Matisse Thybulle",-1.31,3.04,1.74,0.77,-1.15,-0.97,2.28,-0.74,1.36,2021,2023
"4548","Obi Toppin",0.85,0.85,1.7,0.09,-0.15,0.93,0.48,0.3,-0.14,2021,2023
"4549","Goga Bitadze",1.28,0.4,1.68,-0.17,1.34,0.31,0.46,0.03,-0.23,2021,2023
"4550","Orlando Robinson",0.5,1.16,1.66,-0.36,0.69,-0.13,0.64,0.08,0.03,2021,2023
"4551","Buddy Hield",2.28,-0.67,1.61,0.27,0.08,1.61,-0.68,-0.83,0.64,2021,2023
"4552","Solomon Hill",0.09,1.51,1.6,-0.18,0.04,0.16,-0.21,0.53,0.96,2021,2023
"4553","Caleb Martin",0.7,0.89,1.6,0.09,-0.04,0.9,1.63,-0.56,-0.3,2021,2023
"4554","Tari Eason",0.81,0.75,1.56,-0.88,2.59,-1,0.43,0.89,-0.35,2021,2023
"4555","Omer Yurtseven",1.44,0.13,1.56,-0.14,0.53,0.84,0.05,-0.15,0.37,2021,2023
"4556","Deni Avdija",0.98,0.58,1.56,0.2,-0.39,1.23,0.17,0.36,0.31,2021,2023
"4557","Zach LaVine",1.61,-0.06,1.55,0.62,-1.67,2.3,-0.56,0.49,0.54,2021,2023
"4558","Dorian Finney-Smith",0.71,0.82,1.53,0.54,0.01,-0.14,0.1,0.26,0.64,2021,2023
"4559","Gordon Hayward",-0.67,2.17,1.49,0.42,-0.78,-0.29,-0.14,0.36,1.62,2021,2023
"4560","Rodney McGruder",0.8,0.65,1.45,0.42,0.76,-0.5,0.99,-0.08,-0.26,2021,2023
"4561","Jared Rhoden",1.19,0.25,1.44,0.03,0.16,0.8,-0.26,-0.04,0.34,2021,2023
"4562","Wenyen Gabriel",1.63,-0.21,1.43,0.31,0.96,0.42,-1.03,0.17,0.42,2021,2023
"4563","Otto Porter Jr.",-0.17,1.57,1.4,0.19,0.28,-0.62,0.92,0.33,0.48,2021,2023
"4564","Khris Middleton",0.88,0.52,1.39,0.32,-0.61,1.17,-0.45,0.53,0.59,2021,2023
"4565","DeMarcus Cousins",1.53,-0.14,1.39,-0.36,0.39,1.28,-0.16,0.39,-0.72,2021,2023
"4566","Tyrese Maxey",2.17,-0.86,1.32,1.52,-0.68,1.21,-0.78,0.55,-0.74,2021,2023
"4567","Jaylen Brown",0.1,1.2,1.3,0.15,-0.78,0.85,0.01,-0.31,1.56,2021,2023
"4568","Bradley Beal",0.52,0.78,1.3,-0.05,0.37,0.36,-0.45,0.93,0.52,2021,2023
"4569","Nicolas Batum",0.37,0.92,1.29,0.45,-0.45,0.14,0.71,-0.55,0.73,2021,2023
"4570","Kevon Harris",0.74,0.53,1.27,-0.3,0.68,0.24,0.93,-0.32,0.15,2021,2023
"4571","Julius Randle",1.57,-0.37,1.2,-0.11,1.19,0.65,-0.72,-0.13,0.38,2021,2023
"4572","Cameron Payne",-0.08,1.27,1.19,-0.23,0.2,0.08,0.86,-0.34,0.75,2021,2023
"4573","Ousmane Dieng",0.44,0.74,1.19,0.73,0.23,-0.72,0.73,-0.37,0.26,2021,2023
"4574","AJ Griffin",1.38,-0.2,1.18,0.03,0.54,0.94,-0.39,0.05,0.24,2021,2023
"4575","Luka Samanic",0.31,0.85,1.16,0.11,-0.4,0.83,-0.05,0.09,0.69,2021,2023
"4576","Eric Gordon",0.9,0.25,1.15,-0.13,-0.33,1.42,-0.74,0.23,0.77,2021,2023
"4577","Scottie Barnes",0.17,0.98,1.15,0.71,0.48,-0.83,1.07,-0.7,0.61,2021,2023
"4578","Nemanja Bjelica",-0.01,1.13,1.11,0.33,-0.32,-0.14,-0.34,-0.18,1.36,2021,2023
"4579","Bojan Bogdanovic",2.35,-1.24,1.11,-0.05,0.38,2.21,-0.85,-0.24,0.04,2021,2023
"4580","Braxton Key",0.46,0.63,1.09,0.43,-0.27,0.38,0.63,-0.34,0.36,2021,2023
"4581","Ochai Agbaji",1.71,-0.63,1.08,0.18,0.45,0.94,-1.5,0.02,0.73,2021,2023
"4582","Justin Champagnie",1.4,-0.34,1.06,0.36,0.87,-0.16,0.11,-0.19,-0.36,2021,2023
"4583","Cade Cunningham",0.11,0.95,1.06,-0.31,-0.24,0.71,-0.29,-0.14,1.1,2021,2023
"4584","Jonas Valanciunas",0.02,1.03,1.06,-0.88,0.35,0.39,-1.28,1.98,0.32,2021,2023
"4585","Coby White",2.4,-1.35,1.05,0.76,0.41,1.23,-0.46,-0.23,-0.54,2021,2023
"4586","Jamal Cain",0.13,0.92,1.05,-0.73,0.27,0.7,0.05,-0.03,0.9,2021,2023
"4587","Danilo Gallinari",1.9,-0.85,1.05,1.38,-1,1.61,-0.52,0.01,-0.59,2021,2023
"4588","Isaiah Mobley",-0.02,1.06,1.03,-0.07,-0.17,0.27,0.23,-0.14,0.95,2021,2023
"4589","Chimezie Metu",-0.49,1.51,1.02,-0.27,-0.9,0.9,0.24,0.63,0.43,2021,2023
"4590","Zach Collins",0.81,0.2,1.02,-0.48,0.05,1.13,-0.4,-0.29,0.84,2021,2023
"4591","Moritz Wagner",0.88,0.13,1.01,-0.03,-0.22,0.99,0.55,0.04,-0.41,2021,2023
"4592","Josh Green",-0.04,1.04,1.01,-0.25,-0.2,0.15,1.65,-0.49,-0.36,2021,2023
"4593","Patrick Beverley",-0.36,1.36,0.99,0.32,0.08,-1.02,1.06,-0.15,0.52,2021,2023
"4594","Malik Monk",1.58,-0.59,0.98,0.23,-0.53,2.12,0.43,-0.96,-0.22,2021,2023
"4595","Dean Wade",-1.84,2.78,0.94,-0.42,-0.73,-0.83,0.57,0.99,1.36,2021,2023
"4596","Ben Simmons",0.98,-0.06,0.92,-0.5,-1.03,2.24,0.19,-0.26,-0.13,2021,2023
"4597","Joe Ingles",0.56,0.32,0.88,0.02,-0.14,0.53,-0.79,0.56,0.55,2021,2023
"4598","Mac McClung",0.35,0.51,0.87,-0.15,-0.14,0.74,0,0.16,0.21,2021,2023
"4599","Quentin Grimes",0.4,0.46,0.87,0.92,0.04,-0.45,-0.03,0.92,-0.55,2021,2023
"4600","Xavier Cooks",0.62,0.23,0.85,0.13,0.04,0.37,0.06,0.05,0.17,2021,2023
"4601","Luguentz Dort",-0.04,0.89,0.85,1,0.15,-1.1,0.56,-0.76,0.85,2021,2023
"4602","Gabe York",0.84,-0.01,0.83,0.3,-0.21,0.87,0.28,0.01,-0.33,2021,2023
"4603","Sekou Doumbouya",-0.1,0.92,0.83,-0.04,0.03,-0.08,0.13,0.17,0.54,2021,2023
"4604","Marko Simonovic",0.19,0.61,0.8,0.3,0.09,-0.28,0.4,0.01,0.17,2021,2023
"4605","Sam Hauser",0.6,0.2,0.8,-0.58,-0.14,1.41,-0.73,0.29,0.74,2021,2023
"4606","Gary Clark",0.61,0.18,0.79,-0.44,0.64,0.05,0.04,0.01,0.07,2021,2023
"4607","De'Aaron Fox",3.41,-2.63,0.79,0.65,0.77,1.9,-1,-0.24,-1.17,2021,2023
"4608","LaMarcus Aldridge",0.37,0.41,0.78,0.52,-0.01,-0.01,-1.27,0.69,0.55,2021,2023
"4609","LaMelo Ball",2.22,-1.45,0.77,0.58,-0.09,1.69,0.36,-0.28,-1.54,2021,2023
"4610","Andrew Wiggins",-1.35,2.12,0.77,0.24,-0.57,-0.95,0.36,0.32,1.34,2021,2023
"4611","Olivier Sarr",-0.46,1.21,0.76,-0.32,0.16,-0.42,0.13,0.34,0.73,2021,2023
"4612","Matt Thomas",0.31,0.43,0.74,0.36,-0.02,-0.16,-0.4,0.14,0.55,2021,2023
"4613","Jay Huff",0.36,0.36,0.72,0.23,-0.11,0.34,0.32,-0.01,0.02,2021,2023
"4614","KZ Okpala",-0.79,1.5,0.71,-0.25,0.02,-0.65,0.17,-0.23,1.59,2021,2023
"4615","De'Anthony Melton",0.18,0.53,0.71,-0.43,0.64,-0.03,1.1,-0.65,0.05,2021,2023
"4616","Nik Stauskas",0.15,0.56,0.71,0.14,0.1,-0.11,0.03,0.11,0.32,2021,2023
"4617","Kyle Anderson",0.62,0.07,0.69,0.49,-0.24,0.66,1.17,-0.21,-1.17,2021,2023
"4618","Jordan Poole",0.03,0.65,0.68,-0.1,-0.57,0.45,-0.39,0.01,1.09,2021,2023
"4619","Kentavious Caldwell-Pope",1.03,-0.35,0.68,0.7,-0.76,1.17,0.2,0.5,-0.92,2021,2023
"4620","Reggie Bullock Jr.",0.48,0.19,0.67,1.02,-1.5,0.6,-0.63,0.4,0.45,2021,2023
"4621","Edmond Sumner",0.62,0.04,0.66,-0.55,-0.18,1.31,0.75,-0.1,-0.44,2021,2023
"4622","P.J. Washington",1.21,-0.55,0.65,0.44,-0.13,0.58,0.28,-0.69,-0.21,2021,2023
"4623","Grayson Allen",-0.94,1.57,0.63,0.26,-1.53,0.39,0.08,0.87,0.69,2021,2023
"4624","Josh Minott",0.62,0,0.63,0.21,-0.14,0.71,-0.08,0.08,-0.13,2021,2023
"4625","Kai Jones",0.18,0.43,0.62,-0.46,0.29,0.26,0.15,-0.05,0.41,2021,2023
"4626","Trevelin Queen",-0.09,0.71,0.61,-0.02,0.35,-0.55,0.62,0.07,-0.15,2021,2023
"4627","Ron Harper Jr.",0.39,0.22,0.61,0.18,0.17,-0.04,0.06,0.17,-0.06,2021,2023
"4628","Jarrell Brantley",0.07,0.54,0.61,0.23,0.2,-0.43,-0.13,0.05,0.63,2021,2023
"4629","Kevin Love",-0.37,0.98,0.61,-0.31,0.01,-0.16,-0.75,1.94,-0.41,2021,2023
"4630","Cameron McGriff",0.7,-0.1,0.61,0.26,0.38,-0.12,0.1,-0.03,-0.07,2021,2023
"4631","Willie Cauley-Stein",-0.76,1.36,0.6,0.05,-0.28,-0.6,0.47,0.28,0.47,2021,2023
"4632","Jaylen Nowell",2.02,-1.42,0.6,0.84,0.03,1.28,0.34,-0.55,-1.57,2021,2023
"4633","Anfernee Simons",1.6,-1.02,0.58,0.82,-0.6,1.1,-0.17,-0.24,-0.51,2021,2023
"4634","Brandon Clarke",-0.09,0.67,0.58,0.32,-0.08,-0.27,-0.25,-0.75,1.78,2021,2023
"4635","Jarred Vanderbilt",1.66,-1.11,0.55,-0.52,1.17,0.84,0.19,-0.53,-0.76,2021,2023
"4636","Keita Bates-Diop",-0.65,1.2,0.54,0.23,0.13,-0.83,-0.02,0.87,0.2,2021,2023
"4637","Robert Woodard II",0.21,0.33,0.54,0.14,0.21,-0.37,0.11,-0.03,0.17,2021,2023
"4638","Hamidou Diallo",-1.23,1.77,0.53,-0.06,-0.14,-0.68,1.46,-0.06,0.46,2021,2023
"4639","Isaiah Livers",1.64,-1.12,0.52,-0.11,0.26,1.36,-0.69,-0.79,0.4,2021,2023
"4640","Gabriel Lundberg",0.44,0.07,0.51,0.1,-0.04,0.4,0.3,-0.12,-0.1,2021,2023
"4641","Cassius Stanley",-0.19,0.69,0.51,-0.08,0.04,-0.21,0.33,-0.23,0.63,2021,2023
"4642","Cat Barber",0.29,0.21,0.5,-0.02,0.05,0.24,0.18,0.07,-0.12,2021,2023
"4643","Landry Shamet",-1.51,2.01,0.5,0.27,-0.76,-0.94,0.8,-0.03,1.15,2021,2023
"4644","Willy Hernangomez",0.95,-0.44,0.5,0.14,1.8,-1.07,0.2,0.37,-1.28,2021,2023
"4645","Derrick Walton Jr.",-0.49,0.99,0.5,-0.22,0.21,-0.58,0.33,0.03,0.54,2021,2023
"4646","Tobias Harris",0.49,-0.01,0.48,0.73,-0.8,0.44,-0.54,1.08,-0.22,2021,2023
"4647","Joe Wieskamp",-0.6,1.08,0.48,0.77,0.11,-1.67,-0.19,0.28,1.04,2021,2023
"4648","Royce O'Neale",-0.18,0.66,0.48,-0.04,-0.92,0.68,-0.33,-0.04,1.04,2021,2023
"4649","Gabe Vincent",-0.08,0.54,0.47,-0.35,-0.3,0.55,0.72,-0.4,0.43,2021,2023
"4650","Shaquille Harrison",0.34,0.1,0.44,-0.28,0.12,0.45,0.44,-0.26,-0.21,2021,2023
"4651","Spencer Dinwiddie",0.16,0.27,0.44,1.1,-0.55,-0.62,-0.46,-0.06,0.7,2021,2023
"4652","Aaron Wiggins",0.57,-0.14,0.43,0.2,-0.58,1.04,-0.42,0.37,0,2021,2023
"4653","T.J. Warren",0.15,0.27,0.43,0.08,-0.06,0.25,-0.41,-0.08,0.55,2021,2023
"4654","Bismack Biyombo",0.32,0.1,0.42,0.57,1.14,-1.51,0.05,-0.06,0.24,2021,2023
"4655","T.J. McConnell",0.04,0.37,0.42,-0.27,-0.18,0.89,1.44,-0.84,-0.54,2021,2023
"4656","Devin Cannady",0.24,0.17,0.41,0.47,-0.28,0.08,-0.16,0.36,0.02,2021,2023
"4657","Mason Jones",-0.04,0.45,0.41,0.04,-0.12,0.11,-0.22,0.13,0.53,2021,2023
"4658","Dereon Seabron",0.19,0.21,0.4,0.11,0.08,-0.02,-0.13,-0.04,0.4,2021,2023
"4659","Harrison Barnes",1.14,-0.74,0.4,1,-0.47,1.05,-0.46,0.93,-1.08,2021,2023
"4660","Jared Harper",0.94,-0.55,0.39,0.12,0.09,0.63,0.06,-0.22,-0.31,2021,2023
"4661","Jalen Smith",0.06,0.33,0.39,-0.29,1.32,-1,-0.88,0.75,0.73,2021,2023
"4662","Buddy Boeheim",-0.12,0.5,0.38,-0.07,0.05,-0.03,-0.16,0.06,0.53,2021,2023
"4663","Hassani Gravett",0.02,0.35,0.37,0.17,-0.17,0.11,0.27,-0.28,0.53,2021,2023
"4664","Taj Gibson",-0.41,0.77,0.36,0.32,-0.03,-0.79,0.29,0.41,0.06,2021,2023
"4665","Cory Joseph",0.37,-0.01,0.36,0.81,-0.03,-0.4,-0.02,-0.71,0.83,2021,2023
"4666","Terry Rozier",0.69,-0.33,0.36,1.17,-0.57,0.05,-0.44,0.6,-0.56,2021,2023
"4667","Marcus Garrett",0.6,-0.26,0.35,0.33,0.09,0.18,0.06,-0.11,-0.09,2021,2023
"4668","DeAndre' Bembry",0.2,0.13,0.34,0.1,-0.27,0.67,-0.38,-0.82,1.53,2021,2023
"4669","Dario Saric",0.82,-0.49,0.33,-0.53,0.28,1.05,0.18,0.24,-1.04,2021,2023
"4670","Luke Kornet",0.32,0.01,0.33,0.01,0.43,-0.05,-1.13,0.7,0.4,2021,2023
"4671","Jarron Cumberland",0.35,-0.03,0.33,0.14,0.12,0.05,0.12,-0.01,-0.11,2021,2023
"4672","Derrick Rose",-0.98,1.3,0.32,-1.19,0.26,-0.04,-0.12,-0.42,1.63,2021,2023
"4673","Eugene Omoruyi",0.67,-0.35,0.32,-0.19,0.38,0.44,0.93,-0.9,-0.46,2021,2023
"4674","Jevon Carter",-0.83,1.14,0.31,0.35,-0.05,-1.11,-0.39,0.06,1.38,2021,2023
"4675","Donovan Williams",0.13,0.17,0.3,0.01,0.06,0.05,-0.02,0.03,0.14,2021,2023
"4676","Craig Sword",-0.05,0.34,0.29,-0.1,0,0.06,0.21,-0.01,0.13,2021,2023
"4677","KJ Martin",1.84,-1.55,0.28,-0.37,1.56,1.03,-0.34,-0.52,-0.88,2021,2023
